15.0,1.56e-6
17.5,8.42e-4
20.0,7.26e-3
22.5,3.99e-2
25.0,1.77e-1
27.5,5.23e-1
30.0,1.25e+0
32.5,2.58e+0
35.0,4.76e+0
37.5,8.05e+0
40.0,1.28e+1
45.0,2.76e+1
50.0,5.21e+1
55.0,8.89e+1
60.0,1.41e+2
65.0,2.12e+2
70.0,3.02e+2
80.0,5.52e+2
90.0,8.92e+2
100.0,1.32e+3
