15.0,2.53e-2
17.5,7.27e-2
20.0,1.81e-1
22.5,4.21e-1
25.0,8.90e-1
27.5,1.69e+0
30.0,2.94e+0
32.5,4.76e+0
35.0,7.26e+0
37.5,1.06e+1
40.0,1.48e+1
45.0,2.64e+1
50.0,4.29e+1
55.0,6.46e+1
60.0,9.17e+1
65.0,1.25e+2
70.0,1.63e+2
80.0,2.57e+2
90.0,3.77e+2
100.0,5.18e+2
