"ARMENIAN-2",92.80,91.94,82.12,69.64,50.23,0.69,0.94,43.70,50.27,50.96,66.01,95.92
"ATUCHA-1",62.18,62.08,4.28,60.73,99.46,100.25,75.64,87.76,90.91,90.76,98.17,84.06
"ATUCHA-2",93.35,92.38,95.86,85.47,97.15,99.41,99.90,85.89,17.92,32.24,27.29,0.00
"EMBALSE",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"DOEL-1",100.21,100.36,100.59,75.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"DOEL-2",100.49,100.58,99.79,100.44,69.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"DOEL-3",0.00,0.00,0.00,0.00,0.00,0.00,14.55,88.35,100.48,101.17,101.79,101.82
"DOEL-4",99.95,100.59,100.48,99.90,99.01,92.30,97.78,17.88,0.00,0.00,0.00,22.26
"TIHANGE-1",101.82,102.21,99.17,101.25,99.24,98.50,95.54,97.06,96.84,35.32,59.48,101.61
"TIHANGE-2",100.36,102.06,101.96,99.80,100.51,99.75,87.39,55.07,0.00,0.00,0.00,0.00
"TIHANGE-3",100.36,100.30,96.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"KOZLODUY-5",103.22,103.22,103.05,56.99,0.65,99.46,100.25,100.02,100.44,102.54,103.53,103.59
"KOZLODUY-6",106.53,106.52,102.12,101.58,100.43,99.11,98.85,98.63,43.30,29.23,99.64,100.07
"ANGRA-1",99.34,99.30,98.90,96.86,99.76,99.72,99.43,100.55,100.27,81.44,0.00,79.76
"ANGRA-2",91.54,42.74,37.81,100.03,101.10,101.13,101.18,101.78,101.10,101.13,101.19,100.33
"BRUCE-1",26.53,0.23,101.54,102.72,101.51,102.75,81.03,50.01,100.08,100.44,102.79,102.89
"BRUCE-2",101.18,58.37,60.46,102.54,102.26,102.26,102.87,61.83,87.33,100.99,93.81,103.48
"BRUCE-3",103.95,104.10,104.14,104.29,103.28,104.05,81.55,100.71,102.71,103.88,104.27,30.00
"BRUCE-4",103.50,102.22,10.22,0.00,0.00,48.93,104.29,102.23,101.95,81.09,97.84,96.96
"BRUCE-5",100.12,100.03,100.07,100.18,95.64,98.63,99.36,98.62,99.41,98.81,100.13,95.75
"BRUCE-6",92.26,100.16,100.09,100.02,97.36,99.08,99.53,99.17,99.54,97.66,99.44,99.62
"BRUCE-7",100.50,101.25,101.31,101.21,98.53,100.38,100.60,99.40,100.33,99.90,89.15,100.67
"BRUCE-8",100.66,91.41,100.70,100.85,90.09,96.25,99.66,98.42,0.00,0.00,0.00,29.60
"DARLINGTON-1",79.01,100.74,100.51,100.31,100.23,98.57,98.03,96.05,95.51,99.39,100.79,98.11
"DARLINGTON-2",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"DARLINGTON-3",100.72,99.44,92.68,0.00,0.00,33.48,95.64,94.87,95.40,99.31,90.26,99.99
"DARLINGTON-4",98.76,99.70,99.55,100.20,100.22,72.40,42.00,85.78,94.32,98.15,100.53,100.47
"PICKERING-1",83.25,65.85,99.73,99.09,99.23,98.45,95.26,94.76,90.71,95.79,97.03,97.41
"PICKERING-4",95.09,89.26,21.73,0.00,0.00,1.60,94.70,63.15,84.57,98.65,98.38,96.21
"PICKERING-5",98.29,82.12,96.63,95.04,98.51,97.85,84.77,95.19,90.36,97.66,94.20,97.95
"PICKERING-6",13.73,0.00,0.00,0.00,59.01,99.41,68.35,71.67,90.63,100.05,97.72,99.67
"PICKERING-7",92.33,99.97,100.48,100.74,100.18,99.63,87.45,96.12,95.14,99.45,90.22,100.58
"PICKERING-8",98.52,94.86,100.04,100.70,96.90,27.41,70.91,91.98,0.00,0.00,0.00,16.26
"POINT LEPREAU",100.17,100.47,100.68,19.77,1.81,100.10,98.95,97.71,98.94,98.81,99.03,100.22
"BEZNAU-1",0.00,0.00,37.85,101.19,100.57,99.27,97.71,89.13,98.88,100.19,101.23,101.43
"BEZNAU-2",101.05,101.09,101.14,100.72,100.02,83.32,68.56,92.51,98.39,99.74,100.62,100.84
"GOESGEN",99.92,99.93,99.63,98.47,97.42,23.13,96.97,96.71,97.86,98.62,99.32,99.50
"LEIBSTADT",84.01,84.75,84.27,83.55,82.85,81.94,81.64,81.56,41.89,0.00,83.25,88.75
"MUEHLEBERG",99.85,99.95,95.86,99.75,99.67,99.89,97.25,48.40,52.68,99.94,99.39,98.75
"CHANGJIANG-1",5.19,49.19,84.79,87.58,81.30,85.20,87.57,80.97,74.50,85.60,83.56,84.26
"CHANGJIANG-2",0.00,14.37,84.29,75.24,77.44,84.30,86.10,84.44,83.92,84.82,60.87,0.00
"DAYA BAY-1",101.38,99.98,101.29,13.42,61.87,95.89,100.40,100.44,100.08,101.28,101.63,102.00
"DAYA BAY-2",101.35,99.93,98.20,100.82,100.09,100.22,100.21,100.30,99.84,100.92,101.59,101.94
"FANGCHENGGANG-1",102.56,49.30,101.10,97.90,99.91,98.83,91.45,100.20,13.20,65.46,96.35,96.49
"FANGCHENGGANG-2",102.78,96.77,103.34,97.25,100.41,48.88,80.26,101.01,97.64,39.74,77.19,103.45
"FANGJIASHAN-1",100.83,96.35,101.57,101.27,100.22,98.41,92.62,96.67,97.65,98.24,100.64,101.30
"FANGJIASHAN-2",84.07,70.87,101.19,98.29,98.45,98.52,97.75,97.32,98.29,97.79,100.91,101.46
"FUQING-1",98.26,0.40,34.39,100.07,99.50,99.08,96.75,96.94,93.36,97.85,92.00,98.35
"FUQING-2",69.76,87.47,100.08,96.76,98.84,93.68,97.11,97.97,96.07,0.92,56.37,99.74
"FUQING-3",53.04,50.54,99.97,95.96,98.44,92.85,96.16,92.46,91.59,96.04,92.54,0.00
"FUQING-4",90.93,93.13,99.62,99.92,99.46,96.27,54.59,0.00,0.00,89.83,93.20,99.52
"HAIYANG-1",0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.85,70.29,53.54,99.33,88.66
"HAIYANG-2",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.58,48.88,43.10
"HONGYANHE-1",96.26,89.96,81.99,93.41,97.31,96.96,95.36,94.43,95.45,97.67,99.43,97.44
"HONGYANHE-2",89.96,36.88,9.30,94.00,93.86,91.15,95.67,94.37,95.28,97.37,98.97,99.24
"HONGYANHE-3",0.00,18.63,73.62,0.00,76.45,88.40,95.96,94.35,95.31,97.31,99.18,99.72
"HONGYANHE-4",88.49,35.25,60.19,0.00,0.00,78.19,95.71,54.38,0.00,59.60,99.18,96.71
"LINGAO-1",99.90,92.60,99.81,87.24,0.00,66.69,97.76,94.61,86.15,96.56,86.29,100.95
"LINGAO-2",100.49,46.82,55.39,99.63,97.06,95.72,96.76,95.99,95.63,88.87,71.39,101.02
"LINGAO-3",101.27,92.51,101.30,101.09,100.16,100.64,100.55,100.59,90.76,0.00,84.70,102.46
"LINGAO-4",101.31,69.56,80.71,100.87,97.62,96.33,97.16,95.80,93.44,88.05,91.66,102.09
"NINGDE-1",107.32,100.00,101.88,102.88,105.41,99.87,102.37,103.93,99.28,106.36,63.82,0.00
"NINGDE-2",99.99,46.70,33.75,99.96,99.99,99.94,99.99,99.99,100.00,99.99,86.85,100.00
"NINGDE-3",14.29,100.00,99.98,100.13,99.99,99.99,99.45,99.99,100.00,99.99,99.99,99.92
"NINGDE-4",99.99,100.00,100.00,100.00,100.00,99.99,99.99,99.98,99.99,100.00,99.99,100.00
"QINSHAN 2-1",103.36,98.70,103.44,31.26,18.86,101.80,98.76,99.19,101.03,98.95,102.79,103.55
"QINSHAN 2-2",103.47,98.02,102.21,102.58,102.18,101.48,100.51,99.19,100.87,100.61,76.21,103.64
"QINSHAN 2-3",101.41,96.77,100.63,101.33,101.58,100.19,98.11,97.26,99.05,101.39,10.34,46.50
"QINSHAN 2-4",101.80,50.55,5.92,101.85,100.93,100.41,99.21,97.93,99.58,97.57,101.23,100.32
"QINSHAN 3-1",99.87,83.24,100.06,99.14,97.63,96.01,95.19,94.69,95.86,96.56,99.83,99.99
"QINSHAN 3-2",90.58,94.50,99.59,12.99,0.00,84.82,94.33,94.11,95.50,83.20,99.42,99.72
"QINSHAN-1",103.27,86.67,0.00,0.00,0.00,0.00,2.83,79.98,102.64,101.27,109.53,109.71
"SANMEN-1",0.00,0.00,0.00,0.00,0.00,2.84,17.78,20.02,55.86,96.88,100.46,100.86
"SANMEN-2",0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.41,51.61,41.19,100.59,71.57
"TAISHAN-1",0.00,0.00,0.00,0.00,0.00,0.20,9.17,14.74,29.72,62.56,50.33,83.51
"TIANWAN-1",98.91,68.50,92.29,54.73,95.56,59.14,98.55,97.44,95.12,96.11,99.43,21.27
"TIANWAN-2",83.70,98.50,34.59,61.93,95.68,99.28,98.57,97.46,97.77,96.29,99.47,97.99
"TIANWAN-3",41.08,35.86,72.79,70.91,95.17,97.74,98.26,97.63,93.88,92.10,63.15,45.78
"TIANWAN-4",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.82,23.14,69.77
"YANGJIANG-1",86.85,0.00,70.16,102.67,99.60,99.32,99.41,99.12,101.21,94.65,93.11,103.75
