"ATUCHA-1",79.65,40.99,0.00,11.66,57.08,87.86,100.45,95.02,69.52,87.37,85.83,98.28
"EMBALSE",99.13,99.14,99.08,99.53,97.84,100.33,100.23,99.98,100.08,68.90,0.00,34.56
"ARMENIAN-2",92.80,90.21,86.41,90.41,86.74,68.59,87.90,86.79,88.28,0.08,43.05,92.24
"DOEL-1",102.21,102.15,101.67,101.23,94.70,100.08,100.05,100.38,100.31,95.49,29.31,42.98
"DOEL-2",98.55,102.79,102.60,72.95,54.53,100.97,99.12,99.65,99.74,101.46,75.21,102.02
"DOEL-3",99.45,97.22,99.24,97.63,57.67,49.30,95.95,96.43,93.26,98.26,99.71,100.13
"DOEL-4",99.40,98.87,99.45,99.27,95.31,94.34,87.34,0.00,51.45,99.80,101.82,102.63
"TIHANGE-1",99.63,101.58,101.27,98.31,101.64,99.05,93.39,90.32,41.97,0.00,48.40,95.29
"TIHANGE-2",101.12,100.53,38.76,44.21,99.22,97.93,97.10,97.30,97.80,97.08,100.00,101.66
"TIHANGE-3",99.68,99.87,98.39,98.78,96.65,96.51,96.25,96.84,96.70,97.57,98.62,99.49
"ANGRA-1",72.73,69.04,0.00,17.34,73.92,79.50,76.94,78.29,80.11,79.29,76.44,67.03
"ANGRA-2",0.00,0.00,0.00,76.25,79.16,86.03,64.97,79.19,84.65,77.06,61.04,0.00
"KOZLODUY-3",95.92,98.85,98.45,75.57,52.12,17.13,58.70,96.90,99.44,100.98,102.23,102.72
"KOZLODUY-4",100.84,101.02,54.66,51.83,61.37,96.05,70.76,3.64,78.20,100.53,101.65,102.14
"KOZLODUY-5",98.15,94.15,72.71,72.70,42.06,0.00,0.00,29.94,89.32,97.48,98.78,99.80
"KOZLODUY-6",97.83,97.13,99.12,99.11,94.35,93.80,93.58,74.02,0.00,0.00,35.08,100.24
"BRUCE-1",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"BRUCE-2",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"BRUCE-3",23.63,0.00,59.86,68.39,100.40,99.10,99.27,97.75,61.18,99.47,99.79,86.72
"BRUCE-4",100.28,100.16,36.64,1.81,82.14,99.81,98.45,96.33,98.46,100.05,90.13,100.29
"BRUCE-5",98.66,98.97,93.66,61.24,99.24,99.15,98.26,97.76,97.77,23.12,0.00,19.41
"BRUCE-6",69.18,90.80,99.22,33.31,29.57,98.67,99.44,98.93,99.20,100.05,87.46,43.01
"BRUCE-7",97.21,82.53,99.81,99.41,21.21,0.00,0.00,52.61,96.12,97.10,96.72,97.94
"BRUCE-8",100.76,100.59,100.69,100.25,99.97,100.00,99.59,98.81,98.60,99.78,99.89,95.79
"DARLINGTON-1",83.18,99.47,98.97,99.26,99.15,99.33,97.16,95.58,83.06,95.38,99.23,98.88
"DARLINGTON-2",99.06,99.26,54.89,0.00,12.24,99.23,97.52,96.20,97.69,91.19,100.14,98.05
"DARLINGTON-3",90.15,100.61,100.41,100.32,99.50,99.48,97.42,95.62,96.50,99.04,99.93,100.22
"DARLINGTON-4",96.89,99.60,100.04,55.07,99.45,99.35,96.85,92.11,93.48,0.00,92.01,100.50
"GENTILLY-2",97.58,96.98,97.24,47.64,0.00,49.36,95.57,95.81,97.26,97.83,97.92,95.19
"PICKERING-1",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.49,98.00
"PICKERING-4",99.35,100.04,100.86,5.66,0.00,0.00,38.22,97.96,98.60,99.28,70.74,86.66
"PICKERING-5",98.67,32.86,0.00,0.00,0.00,0.00,73.22,88.32,97.08,98.21,45.55,86.72
