ATUCHA-1,91.34,80.9,70.057,85.403,99.421,99.473,99.636,86.441,0,28.076,97.193,95.647
ATUCHA-2,0.073,0.008,22.636,64.374,75.396,77.046,77.194,76.467,75.869,76.992,78.393,66.031
EMBALSE,98.69,84.112,92.132,0.213,16.731,99.587,99.77,99.476,91.359,97.471,99.511,97.91
ARMENIAN-2,90.952,88.146,83.211,82.058,38.365,0,0,0,0,40.459,87.397,88.806
BELARUSIAN-1,70.314,58.717,38.657,19.248,73.307,96.837,35.751,0,0,84.974,90.769,100.336
DOEL-1,102.099,102.49,102.354,101.496,65.789,30.461,98.601,99.244,98.979,100.179,101.048,101.57
DOEL-2,101.165,101.08,83.23,3.608,100.288,98.449,87.342,98.343,98.118,99.878,100.887,101.422
DOEL-3,101.97,101.986,101.019,90.529,100.743,98.527,96.294,74.58,15.916,99.684,99.764,100.569
DOEL-4,100.007,100.154,99.775,97.24,99.603,98.294,97.42,97.116,98.396,69.242,0,91.757
TIHANGE-1,101.673,101.31,100.631,100.069,98.316,97.082,98.354,98.306,97.441,98.912,100.716,101.155
TIHANGE-2,23.239,100.729,101.348,84.039,39.439,97.641,97.983,96.226,96.181,97.656,100.322,100.201
TIHANGE-3,99.969,99.784,99.881,99.522,98.876,97.613,98.02,97.98,97.977,98.788,99.833,99.788
ANGRA-1,99.696,99.835,99.87,51.792,36.342,100.868,100.877,99.072,100.55,100.763,101,99.938
ANGRA-2,88.815,88.47,88.657,89.03,89.453,11.245,30.344,100.946,100.793,92.34,87.517,100.347
KOZLODUY-5,99.288,103.6,103.51,52.665,13.458,101.806,99.995,100.614,100.906,103.189,103.788,103.665
KOZLODUY-6,97.393,98.53,100.256,100.078,93.078,94.932,97.385,97.701,90.154,0,101.246,103.528
BRUCE-1,48.45,0,11.809,103.18,103.845,103.898,102.803,101.414,102.462,103.672,104.974,101.588
BRUCE-2,101.196,100.93,101.023,100.994,100.677,100.279,100.504,98.255,98.67,99.639,98.313,97.909
BRUCE-3,103.687,104.36,83.438,0,0,0,0,0,0,65.808,103.535,104.909
BRUCE-4,104.346,104.302,104.171,104.212,103.472,102.586,101.899,99.627,100.419,101.549,102.948,103.647
BRUCE-5,100.503,100.263,100.238,98.029,100.254,99.866,99.602,99.219,99.443,99.518,100.096,99.944
BRUCE-6,0,0,0,0,0,0,0,0,0,0,0,0
BRUCE-7,100.628,100.53,100.613,101.029,79.25,100.7,100.216,99.846,99.81,100.345,15.683,0
BRUCE-8,99.494,100.921,61.571,96.089,99.187,99.935,99.974,99.385,99.349,99.56,99.446,99.536
DARLINGTON-1,98.896,13.914,0,21.014,56.817,98.58,94.346,96.713,94.712,96.586,98.998,98.726
DARLINGTON-2,50.719,96.516,99.11,98.785,98.991,97.6,95.043,93.065,95.723,95.696,98.421,98.052
DARLINGTON-3,0,0,0,0,0,0,0,0,0,0,0,0
