"ATUCHA-1",98.70,80.78,76.40,100.71,101.68,101.60,101.28,73.34,93.04,100.67,93.77,89.13
"EMBALSE",98.96,98.75,98.97,92.71,0.00,72.36,93.35,93.96,99.83,98.72,99.38,99.26
"ARMENIAN-2",91.76,88.39,82.15,56.08,70.74,85.32,78.85,0.00,0.00,59.08,92.48,93.61
"DOEL-1",102.76,102.48,102.62,102.13,100.25,73.05,82.05,81.76,100.14,92.59,0.54,100.05
"DOEL-2",102.87,102.76,102.83,98.36,18.88,0.00,56.72,87.94,98.59,100.38,101.77,99.88
"DOEL-3",100.81,100.89,100.02,10.16,99.39,96.97,97.31,91.58,97.19,98.39,98.04,92.22
"DOEL-4",97.42,99.41,99.61,98.97,96.65,98.34,94.97,36.50,22.03,99.42,99.60,99.76
"TIHANGE-1",104.01,25.89,7.94,99.64,99.63,97.53,97.05,94.13,97.96,82.15,100.38,101.03
"TIHANGE-2",102.19,102.13,101.58,100.39,57.74,97.68,97.85,96.44,98.39,99.55,100.11,101.05
"TIHANGE-3",99.99,101.03,100.70,100.64,99.25,98.26,96.60,95.75,73.44,7.28,98.60,98.03
"ANGRA-1",78.21,76.54,78.13,76.24,78.21,78.19,22.54,49.50,78.17,78.24,78.09,78.16
"ANGRA-2",96.45,82.66,31.30,53.69,30.36,52.15,75.95,79.22,97.18,70.55,74.25,0.00
"KOZLODUY-3",102.48,60.60,80.36,102.03,100.20,71.00,0.36,4.71,35.95,97.28,98.50,94.16
"KOZLODUY-4",92.90,99.57,99.54,100.48,78.90,0.00,52.88,66.39,95.10,98.81,100.38,100.54
"KOZLODUY-5",97.44,72.79,31.12,0.00,0.00,10.31,56.92,47.18,85.10,96.64,97.98,98.24
"KOZLODUY-6",99.81,99.89,94.23,85.06,71.69,69.49,71.32,62.58,0.00,0.00,8.46,96.52
" BRUCE-3",6.41,17.74,71.67,96.92,95.29,94.83,96.41,87.40,96.92,98.56,44.61,95.95
"BRUCE-4",91.74,95.69,63.56,99.92,68.32,1.81,78.25,98.29,98.50,99.76,88.18,100.24
"BRUCE-5",98.48,77.73,100.39,100.29,100.30,100.02,99.58,98.78,56.64,0.00,86.63,99.22
"BRUCE-6",99.11,100.00,100.12,101.56,100.90,101.07,100.69,86.79,34.76,0.00,0.00,82.98
"BRUCE-7",100.55,100.75,100.89,100.16,100.06,99.62,99.46,99.06,57.39,54.20,99.95,99.71
"BRUCE-8",6.92,100.13,99.66,90.88,99.89,99.35,96.77,98.29,38.48,65.18,89.77,100.48
"DARLINGTON-1",98.46,28.71,37.16,0.00,37.03,99.16,97.62,97.13,95.40,98.81,78.32,98.93
"DARLINGTON-2",85.99,48.67,72.32,99.74,97.68,99.17,96.06,97.27,95.28,98.83,98.97,99.65
"DARLINGTON-3",98.52,98.84,99.06,99.55,96.10,99.33,94.08,96.67,95.51,2.82,44.15,99.84
"DARLINGTON-4",98.27,100.36,100.67,100.46,100.18,99.97,83.78,89.45,95.09,98.88,68.18,99.84
"GENTILLY-2",98.60,99.04,99.02,98.28,21.74,96.72,96.38,96.22,96.58,97.38,97.30,53.65
"PICKERING-4",90.77,101.52,89.57,52.38,15.31,96.00,63.43,84.13,85.84,93.56,71.15,25.33
"PICKERING-5",99.72,99.57,99.85,98.96,98.79,97.88,95.80,97.09,50.61,87.84,75.71,98.58
"PICKERING-6",0.00,25.15,0.37,0.00,55.52,99.82,72.77,88.15,96.82,98.32,99.01,99.57
"PICKERING-7",98.23,99.90,100.03,99.94,99.24,99.86,98.68,98.81,16.01,0.00,0.00,14.38
"PICKERING-8",81.10,84.83,65.87,0.00,0.00,0.00,5.36,48.05,84.16,92.33,99.06,99.08
"POINT LEPREAU",94.93,94.51,94.38,93.56,0.00,61.81,84.75,93.09,93.44,30.30,93.48,93.09
"DAYA BAY-1",101.57,104.85,104.56,104.46,103.65,102.95,102.98,103.21,99.22,0.00,60.40,104.59
"DAYA BAY-2",102.45,104.09,104.08,79.94,0.00,0.00,14.73,102.02,102.86,103.18,103.63,104.34
"LINGAO-1",95.60,56.92,8.76,101.15,100.90,100.13,99.95,100.12,100.01,100.32,100.90,102.42
"LINGAO-2",0.00,36.23,99.85,101.23,100.70,100.10,99.93,100.24,100.61,100.88,100.99,30.27
"QINSHAN-1",96.76,103.19,103.17,103.08,103.03,102.13,99.80,99.17,101.60,100.99,102.21,101.91
"QINSHAN 2-1",103.75,103.18,0.15,0.05,65.01,101.73,100.20,99.50,101.41,102.84,103.51,103.78
" QINSHAN 2-2",0.00,0.00,27.49,37.70,101.51,98.35,100.11,99.09,99.31,103.05,83.14,98.72
"QINSHAN 3-1",94.51,103.69,103.48,0.02,0.00,65.97,98.68,83.84,100.44,102.11,102.95,70.67
"QINSHAN 3-2",100.76,85.21,101.19,100.97,83.62,83.87,93.77,86.81,97.88,99.47,100.34,67.03
"CHINSHAN-1",74.48,0.00,59.56,100.72,100.03,99.00,97.55,95.77,98.48,97.49,100.09,100.39
"CHINSHAN-2",101.93,102.30,102.05,94.84,100.34,99.54,97.67,96.85,99.33,98.60,101.28,92.35
"KUOSHENG-1",82.06,99.87,100.29,99.27,99.56,98.11,96.60,95.16,27.77,8.16,99.22,100.25
"KUOSHENG-2",92.05,97.68,52.43,0.07,81.36,97.09,95.61,79.94,96.42,88.81,98.02,56.96
"MAANSHAN-1",100.84,100.80,100.54,100.21,99.61,95.57,97.40,99.39,99.28,91.29,0.00,57.10
"MAANSHAN-2",103.41,101.27,102.13,101.74,101.09,101.01,100.63,100.50,100.32,99.97,100.22,97.75
"DUKOVANY-1",102.23,102.57,102.27,101.96,24.57,95.78,100.23,98.62,48.65,25.26,102.91,103.12
"DUKOVANY-2",101.88,100.29,102.16,77.42,0.00,38.06,99.47,98.93,100.58,100.66,102.20,102.28
"DUKOVANY-3",101.93,102.37,37.55,47.50,100.79,100.17,99.80,99.62,99.93,100.92,101.95,102.60
"DUKOVANY-4",102.55,102.35,102.07,101.73,101.85,100.77,100.28,100.15,101.68,89.66,1.06,100.44
"TEMELIN-1",100.34,100.98,100.97,52.61,0.00,0.00,51.53,89.02,63.04,78.92,101.87,82.91
"TEMELIN-2",99.71,20.47,0.00,64.45,90.04,42.95,100.72,101.01,98.53,101.60,102.01,86.66
"LOVIISA-1",101.21,101.30,101.33,101.35,100.62,98.68,68.71,0.00,64.69,101.02,100.76,101.75
"LOVIISA-2",101.88,101.86,101.55,102.02,100.97,100.59,97.52,93.75,19.05,99.36,100.72,101.95
"OLKILUOTO-1",101.24,101.05,93.87,100.78,47.36,99.51,96.30,98.85,99.38,100.45,101.07,101.09
"OLKILUOTO-2",101.10,101.34,101.08,98.89,74.74,88.06,98.13,88.24,99.03,99.69,100.71,101.00
"BELLEVILLE-1",90.64,99.21,94.72,95.67,95.06,92.53,92.44,0.00,45.98,89.48,91.98,82.37
"BELLEVILLE-2",85.59,91.74,92.55,89.10,90.15,78.67,88.20,86.20,90.52,76.41,99.35,95.81
"BLAYAIS-1",90.68,96.01,94.54,63.69,0.00,25.15,82.60,91.33,93.95,92.32,94.58,97.82
"BLAYAIS-2",100.36,105.12,105.08,101.01,101.96,90.33,4.71,40.09,81.02,77.70,101.26,104.91
"BLAYAIS-3",97.05,101.35,101.33,96.50,100.48,94.64,95.93,82.71,23.05,0.00,0.00,80.58
"BLAYAIS-4",96.26,97.81,88.86,96.61,86.19,0.00,74.36,77.68,83.67,94.22,96.88,91.66
"BUGEY-2",93.75,99.70,99.91,94.19,92.01,94.47,85.04,93.59,95.88,92.93,99.76,99.16
"BUGEY-3",0.00,65.27,95.86,94.66,92.86,93.23,88.26,85.63,77.31,84.71,94.70,95.63
"BUGEY-4",97.26,98.07,98.49,88.32,17.16,0.00,81.19,92.11,94.06,88.25,95.33,96.49
"BUGEY-5",92.26,90.85,96.49,93.30,92.72,92.21,93.34,56.62,0.00,0.00,10.69,96.64
